mmu-miR-7119-3p	miR-7119-3p
tcf-miR-10316b	tcf-miR-10316b
tcf-miR-10316c	tcf-miR-10316c
tcf-miR-10317	tcf-miR-10317
tcf-miR-10318	tcf-miR-10318
tcf-miR-10319	tcf-miR-10319
tcf-miR-10320	tcf-miR-10320
tcf-miR-10321	tcf-miR-10321
tcf-miR-10322	tcf-miR-10322
tcf-miR-10323	tcf-miR-10323
tcf-miR-10324	tcf-miR-10324
tcf-miR-10325	tcf-miR-10325
tcf-miR-10326	tcf-miR-10326
tcf-miR-10327	tcf-miR-10327
tcf-miR-10328	tcf-miR-10328
tcf-miR-10329	tcf-miR-10329
tcf-miR-10330	tcf-miR-10330
tcf-miR-10331	tcf-miR-10331
tcf-miR-10332	tcf-miR-10332
tcf-miR-10333	tcf-miR-10333
tcf-miR-10334	tcf-miR-10334
tcf-miR-10335	tcf-miR-10335
tcf-miR-10336	tcf-miR-10336
tcf-miR-10337	tcf-miR-10337
tcf-miR-10338	tcf-miR-10338
tcf-miR-10339	tcf-miR-10339
tcf-miR-10340	tcf-miR-10340
tcf-miR-10341	tcf-miR-10341
tcf-miR-10342	tcf-miR-10342
tcf-miR-10343	tcf-miR-10343
tcf-miR-10344	tcf-miR-10344
tcf-miR-10345	tcf-miR-10345
tcf-miR-10346	tcf-miR-10346
tcf-miR-10347	tcf-miR-10347
tcf-miR-10348	tcf-miR-10348
tcf-miR-10349	tcf-miR-10349
tcf-miR-10350	tcf-miR-10350
tcf-miR-10351	tcf-miR-10351
tcf-miR-10352	tcf-miR-10352
tcf-miR-10353	tcf-miR-10353
tcf-miR-10354	tcf-miR-10354
tcf-miR-10-3p	tcf-miR-10-3p
tcf-miR-10402	tcf-miR-10402
tcf-miR-10403	tcf-miR-10403
tcf-miR-10-5p	tcf-miR-10-5p
tcf-miR-1175-3p	tcf-miR-1175-3p
tcf-miR-1175-5p	tcf-miR-1175-5p
tcf-miR-12	tcf-miR-12
tcf-miR-124-3p	tcf-miR-124-3p
tcf-miR-124-5p	tcf-miR-124-5p
tcf-miR-125	tcf-miR-125
tcf-miR-13	tcf-miR-13
tcf-miR-133	tcf-miR-133
tcf-miR-137	tcf-miR-137
tcf-miR-153-3p	tcf-miR-153-3p
tcf-miR-153-5p	tcf-miR-153-5p
tcf-miR-184-3p	tcf-miR-184-3p
tcf-miR-184-5p	tcf-miR-184-5p
tcf-miR-190	tcf-miR-190
tcf-miR-193	tcf-miR-193
tcf-miR-210-3p	tcf-miR-210-3p
tcf-miR-210-5p	tcf-miR-210-5p
tcf-miR-219	tcf-miR-219
tcf-miR-252a-3p	tcf-miR-252a-3p
tcf-miR-252a-5p	tcf-miR-252a-5p
tcf-miR-252b	tcf-miR-252b
tcf-miR-263a	tcf-miR-263a
tcf-miR-263b	tcf-miR-263b
tcf-miR-275	tcf-miR-275
tcf-miR-276-3p	tcf-miR-276-3p
tcf-miR-276-5p	tcf-miR-276-5p
tcf-miR-277	tcf-miR-277
tcf-miR-278	tcf-miR-278
tcf-miR-2788	tcf-miR-2788
tcf-miR-279a	tcf-miR-279a
tcf-miR-279b	tcf-miR-279b
tcf-miR-279c	tcf-miR-279c
tcf-miR-279d	tcf-miR-279d
tcf-miR-279e	tcf-miR-279e
tcf-miR-279f	tcf-miR-279f
tcf-miR-281-3p	tcf-miR-281-3p
tcf-miR-281-5p	tcf-miR-281-5p
tcf-miR-282	tcf-miR-282
tcf-miR-283	tcf-miR-283
tcf-miR-285	tcf-miR-285
tcf-miR-2944a	tcf-miR-2944a
tcf-miR-2944b	tcf-miR-2944b
tcf-miR-2a-3p	tcf-miR-2a-3p
tcf-miR-2a-5p	tcf-miR-2a-5p
tcf-miR-2b	tcf-miR-2b
tcf-miR-305	tcf-miR-305
tcf-miR-307	tcf-miR-307
tcf-miR-309	tcf-miR-309
tcf-miR-31	tcf-miR-31
tcf-miR-315-3p	tcf-miR-315-3p
tcf-miR-315-5p	tcf-miR-315-5p
tcf-miR-316	tcf-miR-316
tcf-miR-317	tcf-miR-317
tcf-miR-318	tcf-miR-318
tcf-miR-33	tcf-miR-33
tcf-miR-34	tcf-miR-34
tcf-miR-3477	tcf-miR-3477
tcf-miR-375	tcf-miR-375
tcf-miR-3791	tcf-miR-3791
tcf-miR-7	tcf-miR-7
tcf-miR-71-3p	tcf-miR-71-3p
tcf-miR-71-5p	tcf-miR-71-5p
tcf-miR-745	tcf-miR-745
tcf-miR-750	tcf-miR-750
tcf-miR-79	tcf-miR-79
tcf-miR-8-3p	tcf-miR-8-3p
tcf-miR-8-5p	tcf-miR-8-5p
tcf-miR-87	tcf-miR-87
tcf-miR-87b	tcf-miR-87b
tcf-miR-92a	tcf-miR-92a
tcf-miR-92b	tcf-miR-92b
tcf-miR-96	tcf-miR-96
tcf-miR-965	tcf-miR-965
tcf-miR-981	tcf-miR-981
tcf-miR-993-3p	tcf-miR-993-3p
tcf-miR-993-5p	tcf-miR-993-5p
tcf-miR-995	tcf-miR-995
tcf-miR-996	tcf-miR-996
tcf-miR-998	tcf-miR-998
tcf-miR-9a-3p	tcf-miR-9a-3p
tcf-miR-9a-5p	tcf-miR-9a-5p
tcf-miR-9b-3p	tcf-miR-9b-3p
tcf-miR-9b-5p	tcf-miR-9b-5p
tcf-miR-iab-4	tcf-miR-iab-4
tcf-miR-iab-8	tcf-miR-iab-8
tch-let-7a-3p	tch-let-7a-3p
tch-let-7a-5p	tch-let-7a-5p
tch-let-7e-5p	tch-let-7e-5p
tch-let-7f-5p	tch-let-7f-5p
tch-let-7g-5p	tch-let-7g-5p
tch-let-7i-5p	tch-let-7i-5p
tch-miR-100-5p	tch-miR-100-5p
tch-miR-101	tch-miR-101
tch-miR-103a-3p	tch-miR-103a-3p
tch-miR-107	tch-miR-107
tch-miR-10b-5p	tch-miR-10b-5p
tch-miR-122-5p	tch-miR-122-5p
tch-miR-1247-5p	tch-miR-1247-5p
tch-miR-125a-5p	tch-miR-125a-5p
tch-miR-125b-5p	tch-miR-125b-5p
tch-miR-127-3p	tch-miR-127-3p
tch-miR-1277-5p	tch-miR-1277-5p
tch-miR-128	tch-miR-128
tch-miR-129-5p	tch-miR-129-5p
tch-miR-1301	tch-miR-1301
tch-miR-1306-3p	tch-miR-1306-3p
tch-miR-1306-5p	tch-miR-1306-5p
tch-miR-130a-3p	tch-miR-130a-3p
tch-miR-135a-5p	tch-miR-135a-5p
tch-miR-135b-5p	tch-miR-135b-5p
tch-miR-136-5p	tch-miR-136-5p
tch-miR-139-5p	tch-miR-139-5p
tch-miR-140-5p	tch-miR-140-5p
tch-miR-141-3p	tch-miR-141-3p
tch-miR-142	tch-miR-142
tch-miR-143-3p	tch-miR-143-3p
tch-miR-146a-5p	tch-miR-146a-5p
tch-miR-147b	tch-miR-147b
tch-miR-148a-3p	tch-miR-148a-3p
tch-miR-148b-3p	tch-miR-148b-3p
tch-miR-152	tch-miR-152
tch-miR-155-5p	tch-miR-155-5p
tch-miR-15a-5p	tch-miR-15a-5p
tch-miR-15b-5p	tch-miR-15b-5p
tch-miR-17-5p	tch-miR-17-5p
tch-miR-181a-5p	tch-miR-181a-5p
tch-miR-181b-5p	tch-miR-181b-5p
tch-miR-181c-5p	tch-miR-181c-5p
tch-miR-181d	tch-miR-181d
tch-miR-183-5p	tch-miR-183-5p
tch-miR-184	tch-miR-184
tch-miR-185-5p	tch-miR-185-5p
tch-miR-186-5p	tch-miR-186-5p
tch-miR-188-3p	tch-miR-188-3p
tch-miR-188-5p	tch-miR-188-5p
tch-miR-190a	tch-miR-190a
tch-miR-190b	tch-miR-190b
tch-miR-191-5p	tch-miR-191-5p
tch-miR-192-5p	tch-miR-192-5p
tch-miR-193a-3p	tch-miR-193a-3p
tch-miR-193b-3p	tch-miR-193b-3p
tch-miR-194-5p	tch-miR-194-5p
tch-miR-195-5p	tch-miR-195-5p
tch-miR-196a-5p	tch-miR-196a-5p
tch-miR-199a-3p	tch-miR-199a-3p
tch-miR-199b-3p	tch-miR-199b-3p
tch-miR-19a-3p	tch-miR-19a-3p
tch-miR-19b-3p	tch-miR-19b-3p
tch-miR-200a-3p	tch-miR-200a-3p
tch-miR-200b-3p	tch-miR-200b-3p
tch-miR-200c-3p	tch-miR-200c-3p
tch-miR-20a-5p	tch-miR-20a-5p
tch-miR-210	tch-miR-210
tch-miR-21-5p	tch-miR-21-5p
tch-miR-218-5p	tch-miR-218-5p
tch-miR-219-5p	tch-miR-219-5p
tch-miR-221-3p	tch-miR-221-3p
tch-miR-222-3p	tch-miR-222-3p
tch-miR-22-3p	tch-miR-22-3p
tch-miR-23b-3p	tch-miR-23b-3p
tch-miR-25-3p	tch-miR-25-3p
tch-miR-26a-2-5p	tch-miR-26a-2-5p
tch-miR-26a-5p	tch-miR-26a-5p
tch-miR-26b-5p	tch-miR-26b-5p
tch-miR-27a-3p	tch-miR-27a-3p
tch-miR-27b-3p	tch-miR-27b-3p
tch-miR-28-5p	tch-miR-28-5p
tch-miR-296-3p	tch-miR-296-3p
tch-miR-29a-3p	tch-miR-29a-3p
tch-miR-29b-3p	tch-miR-29b-3p
tch-miR-29c-3p	tch-miR-29c-3p
tch-miR-30a-5p	tch-miR-30a-5p
tch-miR-30b-5p	tch-miR-30b-5p
tch-miR-30c-5p	tch-miR-30c-5p
tch-miR-324-5p	tch-miR-324-5p
tch-miR-32-5p	tch-miR-32-5p
tch-miR-326	tch-miR-326
tch-miR-328	tch-miR-328
tch-miR-330-3p	tch-miR-330-3p
tch-miR-335-5p	tch-miR-335-5p
tch-miR-33a-5p	tch-miR-33a-5p
tch-miR-342-3p	tch-miR-342-3p
tch-miR-34a-5p	tch-miR-34a-5p
tch-miR-34c-5p	tch-miR-34c-5p
tch-miR-361-5p	tch-miR-361-5p
tch-miR-363-3p	tch-miR-363-3p
tch-miR-365a-3p	tch-miR-365a-3p
tch-miR-365b-3p	tch-miR-365b-3p
tch-miR-369-3p	tch-miR-369-3p
tch-miR-374a-5p	tch-miR-374a-5p
tch-miR-374b-5p	tch-miR-374b-5p
tch-miR-376a-3p	tch-miR-376a-3p
tch-miR-376b-3p	tch-miR-376b-3p
tch-miR-376c-3p	tch-miR-376c-3p
tch-miR-378a-3p	tch-miR-378a-3p
tch-miR-381-3p	tch-miR-381-3p
tch-miR-409-3p	tch-miR-409-3p
tch-miR-411-5p	tch-miR-411-5p
tch-miR-423-3p	tch-miR-423-3p
tch-miR-424-5p	tch-miR-424-5p
tch-miR-425-5p	tch-miR-425-5p
tch-miR-432-5p	tch-miR-432-5p
tch-miR-450a-5p	tch-miR-450a-5p
tch-miR-455-3p	tch-miR-455-3p
tch-miR-486-3p	tch-miR-486-3p
tch-miR-491-5p	tch-miR-491-5p
tch-miR-497-5p	tch-miR-497-5p
tch-miR-499a-5p	tch-miR-499a-5p
tch-miR-503	tch-miR-503
tch-miR-504	tch-miR-504
tch-miR-505-3p	tch-miR-505-3p
tch-miR-532-5p	tch-miR-532-5p
tch-miR-539-3p	tch-miR-539-3p
tch-miR-542-3p	tch-miR-542-3p
tch-miR-592	tch-miR-592
tch-miR-628-5p	tch-miR-628-5p
tch-miR-652-3p	tch-miR-652-3p
tch-miR-6529	tch-miR-6529
tch-miR-656	tch-miR-656
tch-miR-671-5p	tch-miR-671-5p
tch-miR-708-5p	tch-miR-708-5p
tch-miR-7-5p	tch-miR-7-5p
tch-miR-885-3p	tch-miR-885-3p
tch-miR-92a-3p	tch-miR-92a-3p
tch-miR-93-5p	tch-miR-93-5p
tch-miR-95	tch-miR-95
tch-miR-9-5p	tch-miR-9-5p
tch-miR-9770	tch-miR-9770
tch-miR-9771a	tch-miR-9771a
tch-miR-9771b	tch-miR-9771b
tch-miR-9771c	tch-miR-9771c
tch-miR-9771d	tch-miR-9771d
tch-miR-9771e	tch-miR-9771e
tch-miR-9771f	tch-miR-9771f
tch-miR-9771g	tch-miR-9771g
tch-miR-9771h	tch-miR-9771h
tch-miR-9771i	tch-miR-9771i
tch-miR-9771j	tch-miR-9771j
tch-miR-9771k	tch-miR-9771k
tch-miR-9771l	tch-miR-9771l
tch-miR-9771m	tch-miR-9771m
tch-miR-9771n	tch-miR-9771n
tch-miR-9771o	tch-miR-9771o
tch-miR-9771p	tch-miR-9771p
tch-miR-98-5p	tch-miR-98-5p
tch-miR-99a-5p	tch-miR-99a-5p
tch-miR-99b-5p	tch-miR-99b-5p
tgu-let-7a-1-3p	tgu-let-7a-1-3p
tgu-let-7a-2-3p	tgu-let-7a-2-3p
tgu-let-7a-4-3p	tgu-let-7a-4-3p
tgu-let-7a-5p	tgu-let-7a-5p
tgu-let-7b-3p	tgu-let-7b-3p
tgu-let-7b-5p	tgu-let-7b-5p
tgu-let-7c-3p	tgu-let-7c-3p
tgu-let-7c-5p	tgu-let-7c-5p
tgu-let-7d-3p	tgu-let-7d-3p
tgu-let-7d-5p	tgu-let-7d-5p
tgu-let-7e-3p	tgu-let-7e-3p
tgu-let-7e-5p	tgu-let-7e-5p
tgu-let-7f-3p	tgu-let-7f-3p
tgu-let-7f-5p	tgu-let-7f-5p
tgu-let-7g-3p	tgu-let-7g-3p
tgu-let-7g-5p	tgu-let-7g-5p
tgu-let-7i-3p	tgu-let-7i-3p
tgu-let-7i-5p	tgu-let-7i-5p
tgu-miR-100-3p	tgu-miR-100-3p
tgu-miR-100-5p	tgu-miR-100-5p
tgu-miR-101-1-5p	tgu-miR-101-1-5p
tgu-miR-101-2-5p	tgu-miR-101-2-5p
tgu-miR-101-3p	tgu-miR-101-3p
tgu-miR-103-3p	tgu-miR-103-3p
tgu-miR-103-5p	tgu-miR-103-5p
tgu-miR-106-3p	tgu-miR-106-3p
tgu-miR-106-5p	tgu-miR-106-5p
tgu-miR-107	tgu-miR-107
tgu-miR-10a-3p	tgu-miR-10a-3p
tgu-miR-10a-5p	tgu-miR-10a-5p
tgu-miR-1-1-5p	tgu-miR-1-1-5p
tgu-miR-122-3p	tgu-miR-122-3p
tgu-miR-122-5p	tgu-miR-122-5p
tgu-miR-124-3p	tgu-miR-124-3p
tgu-miR-124-5p	tgu-miR-124-5p
tgu-miR-125-1-3p	tgu-miR-125-1-3p
tgu-miR-125-2-3p	tgu-miR-125-2-3p
tgu-miR-125-5p	tgu-miR-125-5p
tgu-miR-1-2-5p	tgu-miR-1-2-5p
tgu-miR-126-3p	tgu-miR-126-3p
tgu-miR-126-5p	tgu-miR-126-5p
tgu-miR-128-1-5p	tgu-miR-128-1-5p
tgu-miR-128-2-5p	tgu-miR-128-2-5p
tgu-miR-128-3p	tgu-miR-128-3p
tgu-miR-129-3p	tgu-miR-129-3p
tgu-miR-129-5p	tgu-miR-129-5p
tgu-miR-130a-3p	tgu-miR-130a-3p
tgu-miR-130a-5p	tgu-miR-130a-5p
tgu-miR-130b-3p	tgu-miR-130b-3p
tgu-miR-130b-5p	tgu-miR-130b-5p
tgu-miR-130c-3p	tgu-miR-130c-3p
tgu-miR-130c-5p	tgu-miR-130c-5p
tgu-miR-132	tgu-miR-132
tgu-miR-1329-3p	tgu-miR-1329-3p
tgu-miR-1329-5p	tgu-miR-1329-5p
tgu-miR-133-3p	tgu-miR-133-3p
tgu-miR-133-5p	tgu-miR-133-5p
tgu-miR-135a-1-3p	tgu-miR-135a-1-3p
tgu-miR-135a-2-3p	tgu-miR-135a-2-3p
tgu-miR-135a-5p	tgu-miR-135a-5p
tgu-miR-135b	tgu-miR-135b
tgu-miR-137-3p	tgu-miR-137-3p
tgu-miR-137-5p	tgu-miR-137-5p
tgu-miR-138-1-3p	tgu-miR-138-1-3p
tgu-miR-138-2-3p	tgu-miR-138-2-3p
tgu-miR-138-5p	tgu-miR-138-5p
tgu-miR-1388-3p	tgu-miR-1388-3p
tgu-miR-1388-5p	tgu-miR-1388-5p
tgu-miR-139-3p	tgu-miR-139-3p
tgu-miR-139-5p	tgu-miR-139-5p
tgu-miR-1397-3p	tgu-miR-1397-3p
tgu-miR-1397-5p	tgu-miR-1397-5p
tgu-miR-1-3p	tgu-miR-1-3p
tgu-miR-140-3p	tgu-miR-140-3p
tgu-miR-140-5p	tgu-miR-140-5p
tgu-miR-142-3p	tgu-miR-142-3p
tgu-miR-142-5p	tgu-miR-142-5p
tgu-miR-144-3p	tgu-miR-144-3p
tgu-miR-144-5p	tgu-miR-144-5p
tgu-miR-1451-3p	tgu-miR-1451-3p
tgu-miR-1451-5p	tgu-miR-1451-5p
tgu-miR-1460	tgu-miR-1460
tgu-miR-1467-3p	tgu-miR-1467-3p
tgu-miR-1467-5p	tgu-miR-1467-5p
tgu-miR-146a-3p	tgu-miR-146a-3p
tgu-miR-146a-5p	tgu-miR-146a-5p
tgu-miR-146b-3p	tgu-miR-146b-3p
tgu-miR-146b-5p	tgu-miR-146b-5p
tgu-miR-146c	tgu-miR-146c
tgu-miR-147	tgu-miR-147
tgu-miR-148a-3p	tgu-miR-148a-3p
tgu-miR-148a-5p	tgu-miR-148a-5p
tgu-miR-148b	tgu-miR-148b
tgu-miR-153-1-5p	tgu-miR-153-1-5p
tgu-miR-153-2-5p	tgu-miR-153-2-5p
tgu-miR-153-3p	tgu-miR-153-3p
tgu-miR-155-3p	tgu-miR-155-3p
tgu-miR-155-5p	tgu-miR-155-5p
tgu-miR-1559	tgu-miR-1559
tgu-miR-15a-3p	tgu-miR-15a-3p
tgu-miR-15a-5p	tgu-miR-15a-5p
tgu-miR-15b-3p	tgu-miR-15b-3p
tgu-miR-15b-5p	tgu-miR-15b-5p
tgu-miR-15c-3p	tgu-miR-15c-3p
tgu-miR-15c-5p	tgu-miR-15c-5p
tgu-miR-1641	tgu-miR-1641
tgu-miR-1662	tgu-miR-1662
tgu-miR-1669	tgu-miR-1669
tgu-miR-1677-3p	tgu-miR-1677-3p
tgu-miR-1677-5p	tgu-miR-1677-5p
tgu-miR-16a-3p	tgu-miR-16a-3p
tgu-miR-16a-5p	tgu-miR-16a-5p
tgu-miR-16b-3p	tgu-miR-16b-3p
tgu-miR-16b-5p	tgu-miR-16b-5p
tgu-miR-16c	tgu-miR-16c
tgu-miR-1729-3p	tgu-miR-1729-3p
tgu-miR-1729-5p	tgu-miR-1729-5p
tgu-miR-1743	tgu-miR-1743
tgu-miR-1744	tgu-miR-1744
tgu-miR-1756	tgu-miR-1756
tgu-miR-1759	tgu-miR-1759
tgu-miR-1781	tgu-miR-1781
tgu-miR-1784-3p	tgu-miR-1784-3p
tgu-miR-1784-5p	tgu-miR-1784-5p
tgu-miR-1788	tgu-miR-1788
tgu-miR-1789	tgu-miR-1789
tgu-miR-1791	tgu-miR-1791
tgu-miR-17a-3p	tgu-miR-17a-3p
tgu-miR-17a-5p	tgu-miR-17a-5p
tgu-miR-1803-3p	tgu-miR-1803-3p
tgu-miR-1803-5p	tgu-miR-1803-5p
tgu-miR-1805-3p	tgu-miR-1805-3p
tgu-miR-1805-5p	tgu-miR-1805-5p
tgu-miR-181a-1-3p	tgu-miR-181a-1-3p
tgu-miR-181a-2-3p	tgu-miR-181a-2-3p
tgu-miR-181a-5p	tgu-miR-181a-5p
tgu-miR-181b-1-3p	tgu-miR-181b-1-3p
tgu-miR-181b-2-3p	tgu-miR-181b-2-3p
tgu-miR-181b-5p	tgu-miR-181b-5p
tgu-miR-183	tgu-miR-183
tgu-miR-184	tgu-miR-184
tgu-miR-187-3p	tgu-miR-187-3p
tgu-miR-187-5p	tgu-miR-187-5p
tgu-miR-18a	tgu-miR-18a
tgu-miR-18b	tgu-miR-18b
tgu-miR-190-3p	tgu-miR-190-3p
tgu-miR-190-5p	tgu-miR-190-5p
tgu-miR-192	tgu-miR-192
tgu-miR-193a-3p	tgu-miR-193a-3p
tgu-miR-193a-5p	tgu-miR-193a-5p
tgu-miR-193b-3p	tgu-miR-193b-3p
tgu-miR-193b-5p	tgu-miR-193b-5p
tgu-miR-194-3p	tgu-miR-194-3p
tgu-miR-194-5p	tgu-miR-194-5p
tgu-miR-196	tgu-miR-196
tgu-miR-199-3p	tgu-miR-199-3p
tgu-miR-199-5p	tgu-miR-199-5p
tgu-miR-19a-3p	tgu-miR-19a-3p
tgu-miR-19a-5p	tgu-miR-19a-5p
tgu-miR-19b-1-5p	tgu-miR-19b-1-5p
tgu-miR-19b-2-5p	tgu-miR-19b-2-5p
tgu-miR-19b-3p	tgu-miR-19b-3p
tgu-miR-200a-3p	tgu-miR-200a-3p
tgu-miR-200a-5p	tgu-miR-200a-5p
tgu-miR-200b-3p	tgu-miR-200b-3p
tgu-miR-200b-5p	tgu-miR-200b-5p
tgu-miR-202	tgu-miR-202
tgu-miR-203-3p	tgu-miR-203-3p
tgu-miR-203-5p	tgu-miR-203-5p
tgu-miR-204	tgu-miR-204
tgu-miR-205	tgu-miR-205
tgu-miR-20a-3p	tgu-miR-20a-3p
tgu-miR-20a-5p	tgu-miR-20a-5p
tgu-miR-20b-3p	tgu-miR-20b-3p
tgu-miR-20b-5p	tgu-miR-20b-5p
tgu-miR-2131	tgu-miR-2131
tgu-miR-21-3p	tgu-miR-21-3p
tgu-miR-214-3p	tgu-miR-214-3p
tgu-miR-214-5p	tgu-miR-214-5p
tgu-miR-215-3p	tgu-miR-215-3p
tgu-miR-215-5p	tgu-miR-215-5p
tgu-miR-21-5p	tgu-miR-21-5p
tgu-miR-216a-3p	tgu-miR-216a-3p
tgu-miR-216a-5p	tgu-miR-216a-5p
tgu-miR-216b-3p	tgu-miR-216b-3p
tgu-miR-216b-5p	tgu-miR-216b-5p
tgu-miR-217-3p	tgu-miR-217-3p
tgu-miR-217-5p	tgu-miR-217-5p
tgu-miR-218-3p	tgu-miR-218-3p
tgu-miR-218-5p	tgu-miR-218-5p
tgu-miR-2188-3p	tgu-miR-2188-3p
tgu-miR-2188-5p	tgu-miR-2188-5p
tgu-miR-219a	tgu-miR-219a
tgu-miR-219b	tgu-miR-219b
tgu-miR-221-3p	tgu-miR-221-3p
tgu-miR-221-5p	tgu-miR-221-5p
tgu-miR-222-3p	tgu-miR-222-3p
tgu-miR-222-5p	tgu-miR-222-5p
tgu-miR-223	tgu-miR-223
tgu-miR-23-3p	tgu-miR-23-3p
tgu-miR-23-5p	tgu-miR-23-5p
tgu-miR-24-3p	tgu-miR-24-3p
tgu-miR-24-5p	tgu-miR-24-5p
tgu-miR-25	tgu-miR-25
tgu-miR-26-3p	tgu-miR-26-3p
tgu-miR-26-5p	tgu-miR-26-5p
tgu-miR-27-3p	tgu-miR-27-3p
tgu-miR-27-5p	tgu-miR-27-5p
tgu-miR-2954-3p	tgu-miR-2954-3p
tgu-miR-2954-5p	tgu-miR-2954-5p
tgu-miR-2955-3p	tgu-miR-2955-3p
tgu-miR-2955-5p	tgu-miR-2955-5p
tgu-miR-2956	tgu-miR-2956
tgu-miR-2958	tgu-miR-2958
tgu-miR-2959	tgu-miR-2959
tgu-miR-2960	tgu-miR-2960
tgu-miR-2961	tgu-miR-2961
tgu-miR-2962-3p	tgu-miR-2962-3p
tgu-miR-2962-5p	tgu-miR-2962-5p
tgu-miR-2963-3p	tgu-miR-2963-3p
tgu-miR-2963-5p	tgu-miR-2963-5p
tgu-miR-2965	tgu-miR-2965
tgu-miR-2966	tgu-miR-2966
tgu-miR-2967	tgu-miR-2967
tgu-miR-2968	tgu-miR-2968
tgu-miR-2969	tgu-miR-2969
tgu-miR-2970-3p	tgu-miR-2970-3p
tgu-miR-2970-5p	tgu-miR-2970-5p
tgu-miR-2971	tgu-miR-2971
tgu-miR-2972	tgu-miR-2972
tgu-miR-2973-3p	tgu-miR-2973-3p
tgu-miR-2973-5p	tgu-miR-2973-5p
tgu-miR-2974	tgu-miR-2974
tgu-miR-2975	tgu-miR-2975
tgu-miR-2976	tgu-miR-2976
tgu-miR-2977	tgu-miR-2977
tgu-miR-2978	tgu-miR-2978
tgu-miR-2979-3p	tgu-miR-2979-3p
tgu-miR-2979-5p	tgu-miR-2979-5p
tgu-miR-2980	tgu-miR-2980
tgu-miR-2981	tgu-miR-2981
tgu-miR-2982	tgu-miR-2982
tgu-miR-2983	tgu-miR-2983
tgu-miR-2984-3p	tgu-miR-2984-3p
tgu-miR-2984-5p	tgu-miR-2984-5p
tgu-miR-2985	tgu-miR-2985
tgu-miR-2986	tgu-miR-2986
tgu-miR-2987-3p	tgu-miR-2987-3p
tgu-miR-2987-5p	tgu-miR-2987-5p
tgu-miR-2988	tgu-miR-2988
tgu-miR-2989	tgu-miR-2989
tgu-miR-2991	tgu-miR-2991
tgu-miR-2992	tgu-miR-2992
tgu-miR-2993	tgu-miR-2993
tgu-miR-2994	tgu-miR-2994
tgu-miR-2995	tgu-miR-2995
tgu-miR-2996	tgu-miR-2996
tgu-miR-2997-3p	tgu-miR-2997-3p
tgu-miR-2997-5p	tgu-miR-2997-5p
tgu-miR-29a-1-5p	tgu-miR-29a-1-5p
tgu-miR-29a-2-5p	tgu-miR-29a-2-5p
tgu-miR-29a-3p	tgu-miR-29a-3p
tgu-miR-29b-1-5p	tgu-miR-29b-1-5p
tgu-miR-29b-2-5p	tgu-miR-29b-2-5p
tgu-miR-29b-3p	tgu-miR-29b-3p
tgu-miR-301-3p	tgu-miR-301-3p
tgu-miR-301-5p	tgu-miR-301-5p
tgu-miR-30a-3p	tgu-miR-30a-3p
tgu-miR-30a-5p	tgu-miR-30a-5p
tgu-miR-30b-3p	tgu-miR-30b-3p
tgu-miR-30b-5p	tgu-miR-30b-5p
tgu-miR-30c-3p	tgu-miR-30c-3p
tgu-miR-30c-5p	tgu-miR-30c-5p
tgu-miR-30d-3p	tgu-miR-30d-3p
tgu-miR-30d-5p	tgu-miR-30d-5p
tgu-miR-30e	tgu-miR-30e
tgu-miR-31	tgu-miR-31
tgu-miR-32	tgu-miR-32
tgu-miR-33-3p	tgu-miR-33-3p
tgu-miR-33-5p	tgu-miR-33-5p
tgu-miR-338-3p	tgu-miR-338-3p
tgu-miR-338-5p	tgu-miR-338-5p
tgu-miR-34a	tgu-miR-34a
tgu-miR-34b	tgu-miR-34b
tgu-miR-34c-3p	tgu-miR-34c-3p
tgu-miR-34c-5p	tgu-miR-34c-5p
tgu-miR-363-3p	tgu-miR-363-3p
tgu-miR-363-5p	tgu-miR-363-5p
tgu-miR-365-1-5p	tgu-miR-365-1-5p
tgu-miR-365-2-5p	tgu-miR-365-2-5p
tgu-miR-365-3p	tgu-miR-365-3p
tgu-miR-367	tgu-miR-367
tgu-miR-375	tgu-miR-375
tgu-miR-383-3p	tgu-miR-383-3p
tgu-miR-383-5p	tgu-miR-383-5p
tgu-miR-425-3p	tgu-miR-425-3p
tgu-miR-425-5p	tgu-miR-425-5p
tgu-miR-451	tgu-miR-451
tgu-miR-454-3p	tgu-miR-454-3p
tgu-miR-454-5p	tgu-miR-454-5p
tgu-miR-455-3p	tgu-miR-455-3p
tgu-miR-455-5p	tgu-miR-455-5p
tgu-miR-456-3p	tgu-miR-456-3p
tgu-miR-456-5p	tgu-miR-456-5p
tgu-miR-458-3p	tgu-miR-458-3p
tgu-miR-458-5p	tgu-miR-458-5p
tgu-miR-460a-3p	tgu-miR-460a-3p
tgu-miR-460a-5p	tgu-miR-460a-5p
tgu-miR-460b-3p	tgu-miR-460b-3p
tgu-miR-460b-5p	tgu-miR-460b-5p
tgu-miR-489-3p	tgu-miR-489-3p
tgu-miR-489-5p	tgu-miR-489-5p
tgu-miR-490-3p	tgu-miR-490-3p
tgu-miR-490-5p	tgu-miR-490-5p
tgu-miR-499-3p	tgu-miR-499-3p
tgu-miR-499-5p	tgu-miR-499-5p
tgu-miR-551-3p	tgu-miR-551-3p
tgu-miR-551-5p	tgu-miR-551-5p
tgu-miR-7-1-3p	tgu-miR-7-1-3p
tgu-miR-7-4-3p	tgu-miR-7-4-3p
tgu-miR-7-5p	tgu-miR-7-5p
tgu-miR-7643-3p	tgu-miR-7643-3p
